"exp","id","item","isold","condition1","rating","RT","excluding","trial"
"DW2020_e1","DW2020_e1_1","MOTHER",1,"DemandInstructions",5,1644.386,"Include",143
"DW2020_e1","DW2020_e1_1","PARTY",1,"DemandInstructions",6,997.9461,"Include",144
"DW2020_e1","DW2020_e1_2","SECRETARY",1,"DemandInstructions",6,9076.224,"Include",1
"DW2020_e1","DW2020_e1_2","PATTERN",1,"DemandInstructions",6,5342.732,"Include",2
"DW2020_e1","DW2020_e1_2","DIVISION",0,"DemandInstructions",2,5734.632,"Include",3
"DW2020_e1","DW2020_e1_2","NUMBER",1,"DemandInstructions",6,2686.04,"Include",4
"DW2020_e1","DW2020_e1_2","HANDS",1,"DemandInstructions",6,1085.087,"Include",5
"DW2020_e1","DW2020_e1_2","INFLUENCE",1,"DemandInstructions",6,2317.066,"Include",6
"DW2020_e1","DW2020_e1_2","AMERICA",1,"DemandInstructions",6,2323.296,"Include",7
"DW2020_e1","DW2020_e1_2","TAX",1,"DemandInstructions",6,4168.863,"Include",8
"DW2020_e1","DW2020_e1_2","POPULATION",0,"DemandInstructions",1,3425.518,"Include",9
"DW2020_e1","DW2020_e1_2","FAMILY",1,"DemandInstructions",6,1999.614,"Include",10
"DW2020_e1","DW2020_e1_2","INFORMATION",1,"DemandInstructions",6,1202.548,"Include",11
"DW2020_e1","DW2020_e1_2","STORY",1,"DemandInstructions",6,1367.581,"Include",12
"DW2020_e1","DW2020_e1_2","TRIAL",0,"DemandInstructions",3,9013.689,"Include",13
"DW2020_e1","DW2020_e1_2","MASS",1,"DemandInstructions",6,1315.754,"Include",14
"DW2020_e1","DW2020_e1_2","ROAD",0,"DemandInstructions",4,6852.752,"Include",15
"DW2020_e1","DW2020_e1_2","SUNDAY",0,"DemandInstructions",6,4300.876,"Include",16
"DW2020_e1","DW2020_e1_2","WORDS",0,"DemandInstructions",6,999.9102,"Include",17
"DW2020_e1","DW2020_e1_2","CLUB",0,"DemandInstructions",6,910.1799,"Include",18
"DW2020_e1","DW2020_e1_2","SON",1,"DemandInstructions",6,1047.915,"Include",19
"DW2020_e1","DW2020_e1_2","TEN",1,"DemandInstructions",6,2961.215,"Include",20
"DW2020_e1","DW2020_e1_2","WOMEN",1,"DemandInstructions",6,1436.258,"Include",21
"DW2020_e1","DW2020_e1_2","CORNER",0,"DemandInstructions",6,6359.757,"Include",22
"DW2020_e1","DW2020_e1_2","UNIT",1,"DemandInstructions",3,4595.533,"Include",23
"DW2020_e1","DW2020_e1_2","DIFFERENCE",1,"DemandInstructions",6,2807.755,"Include",24
"DW2020_e1","DW2020_e1_2","QUALITY",0,"DemandInstructions",4,6737.06,"Include",25
"DW2020_e1","DW2020_e1_2","FIELD",0,"DemandInstructions",5,7187.981,"Include",26
"DW2020_e1","DW2020_e1_2","BOARD",0,"DemandInstructions",5,2413.639,"Include",27
"DW2020_e1","DW2020_e1_2","EYES",1,"DemandInstructions",6,1215.614,"Include",28
"DW2020_e1","DW2020_e1_2","FEAR",0,"DemandInstructions",6,2200.386,"Include",29
"DW2020_e1","DW2020_e1_2","WATER",0,"DemandInstructions",1,3373.154,"Include",30
"DW2020_e1","DW2020_e1_2","ANALYSIS",0,"DemandInstructions",1,2063.46,"Include",31
"DW2020_e1","DW2020_e1_2","INCOME",1,"DemandInstructions",6,2869.489,"Include",32
"DW2020_e1","DW2020_e1_2","PERIOD",0,"DemandInstructions",3,3044.679,"Include",33
"DW2020_e1","DW2020_e1_2","WINDOW",1,"DemandInstructions",3,2497.291,"Include",34
"DW2020_e1","DW2020_e1_2","DATA",0,"DemandInstructions",2,2126.629,"Include",35
"DW2020_e1","DW2020_e1_2","FORCE",1,"DemandInstructions",6,1883.897,"Include",36
"DW2020_e1","DW2020_e1_2","AUDIENCE",0,"DemandInstructions",1,2060.262,"Include",37
"DW2020_e1","DW2020_e1_2","LETTERS",1,"DemandInstructions",6,3597.01,"Include",38
"DW2020_e1","DW2020_e1_2","LENGTH",0,"DemandInstructions",3,3527.633,"Include",39
"DW2020_e1","DW2020_e1_2","MONTH",0,"DemandInstructions",3,1844.273,"Include",40
"DW2020_e1","DW2020_e1_2","TEST",1,"DemandInstructions",6,2732.701,"Include",41
"DW2020_e1","DW2020_e1_2","ISLAND",0,"DemandInstructions",4,4321.626,"Include",42
"DW2020_e1","DW2020_e1_2","AGE",1,"DemandInstructions",6,1513.066,"Include",43
"DW2020_e1","DW2020_e1_2","LOT",1,"DemandInstructions",6,814.7861,"Include",44
"DW2020_e1","DW2020_e1_2","BIT",1,"DemandInstructions",4,4051.319,"Include",45
"DW2020_e1","DW2020_e1_2","BUILDING",1,"DemandInstructions",6,3456.321,"Include",46
"DW2020_e1","DW2020_e1_2","FUTURE",1,"DemandInstructions",6,2694.355,"Include",47
"DW2020_e1","DW2020_e1_2","MOMENT",0,"DemandInstructions",5,5578.48,"Include",48
"DW2020_e1","DW2020_e1_2","NEWS",1,"DemandInstructions",6,878.5148,"Include",49
"DW2020_e1","DW2020_e1_2","AREA",0,"DemandInstructions",6,1053.362,"Include",50
"DW2020_e1","DW2020_e1_2","METHOD",0,"DemandInstructions",3,3886.573,"Include",51
"DW2020_e1","DW2020_e1_2","SIX",0,"DemandInstructions",4,4899.807,"Include",52
"DW2020_e1","DW2020_e1_2","ISSUE",1,"DemandInstructions",2,2021.842,"Include",53
"DW2020_e1","DW2020_e1_2","WRITING",0,"DemandInstructions",1,2298.235,"Include",54
"DW2020_e1","DW2020_e1_2","ORDER",0,"DemandInstructions",3,3775.839,"Include",55
"DW2020_e1","DW2020_e1_2","OPERATION",1,"DemandInstructions",3,5224.528,"Include",56
"DW2020_e1","DW2020_e1_2","HOT DOGS",0,"DemandInstructions",1,2230.608,"Include",57
"DW2020_e1","DW2020_e1_2","HAND",0,"DemandInstructions",6,2462.147,"Include",58
"DW2020_e1","DW2020_e1_2","GROUP",0,"DemandInstructions",4,7564.173,"Include",59
"DW2020_e1","DW2020_e1_2","SPACE",1,"DemandInstructions",4,7236.841,"Include",60
"DW2020_e1","DW2020_e1_2","PEOPLE",0,"DemandInstructions",3,4698.075,"Include",61
"DW2020_e1","DW2020_e1_2","LIGHT",0,"DemandInstructions",2,3222.664,"Include",62
"DW2020_e1","DW2020_e1_2","MORNING",1,"DemandInstructions",6,1528.518,"Include",63
"DW2020_e1","DW2020_e1_2","WIFE",0,"DemandInstructions",1,2519.423,"Include",64
"DW2020_e1","DW2020_e1_2","PERFORMANCE",0,"DemandInstructions",4,7033.947,"Include",65
"DW2020_e1","DW2020_e1_2","CHILDREN",0,"DemandInstructions",3,6682.334,"Include",66
"DW2020_e1","DW2020_e1_2","STOCK",1,"DemandInstructions",6,2034.92,"Include",67
"DW2020_e1","DW2020_e1_2","WELL",1,"DemandInstructions",5,5196.593,"Include",68
"DW2020_e1","DW2020_e1_2","OFFICER",0,"DemandInstructions",1,1689.717,"Include",69
"DW2020_e1","DW2020_e1_2","GROUND",0,"DemandInstructions",3,5569.278,"Include",70
"DW2020_e1","DW2020_e1_2","DOOR",0,"DemandInstructions",4,7543.061,"Include",71
"DW2020_e1","DW2020_e1_2","ACT",0,"DemandInstructions",2,2458.86,"Include",72
"DW2020_e1","DW2020_e1_2","EXISTENCE",1,"DemandInstructions",6,2130.032,"Include",73
"DW2020_e1","DW2020_e1_2","LITERATURE",0,"DemandInstructions",5,5288.156,"Include",74
"DW2020_e1","DW2020_e1_2","GAME",0,"DemandInstructions",3,3785.185,"Include",75
"DW2020_e1","DW2020_e1_2","DEFENSE",0,"DemandInstructions",2,6482.662,"Include",76
"DW2020_e1","DW2020_e1_2","CHILD",1,"DemandInstructions",6,5033.465,"Include",77
"DW2020_e1","DW2020_e1_2","BROWN",1,"DemandInstructions",6,1078.667,"Include",78
"DW2020_e1","DW2020_e1_2","HUSBAND",1,"DemandInstructions",6,1680.522,"Include",79
"DW2020_e1","DW2020_e1_2","SENSE",1,"DemandInstructions",6,2801.429,"Include",80
"DW2020_e1","DW2020_e1_2","NATURE",1,"DemandInstructions",6,1348.842,"Include",81
"DW2020_e1","DW2020_e1_2","STRENGTH",0,"DemandInstructions",3,5307.004,"Include",82
"DW2020_e1","DW2020_e1_2","EFFORT",0,"DemandInstructions",1,3459.448,"Include",83
"DW2020_e1","DW2020_e1_2","VIEW",1,"DemandInstructions",2,4018.81,"Include",84
"DW2020_e1","DW2020_e1_2","SUMMER",0,"DemandInstructions",3,5370.008,"Include",85
"DW2020_e1","DW2020_e1_2","STREET",1,"DemandInstructions",3,3152.98,"Include",86
"DW2020_e1","DW2020_e1_2","YEAR",0,"DemandInstructions",1,3134.299,"Include",87
"DW2020_e1","DW2020_e1_2","ACTION",1,"DemandInstructions",2,5188.415,"Include",88
"DW2020_e1","DW2020_e1_2","TEMPERATURE",1,"DemandInstructions",1,3530.69,"Include",89
"DW2020_e1","DW2020_e1_2","FATHER",0,"DemandInstructions",5,11319.42,"Include",90
"DW2020_e1","DW2020_e1_2","TABLE",0,"DemandInstructions",1,1680.924,"Include",91
"DW2020_e1","DW2020_e1_2","JOB",1,"DemandInstructions",5,3299.17,"Include",92
"DW2020_e1","DW2020_e1_2","DIRECTOR",1,"DemandInstructions",1,4705.788,"Include",93
"DW2020_e1","DW2020_e1_2","STUDY",1,"DemandInstructions",6,1972.823,"Include",94
"DW2020_e1","DW2020_e1_2","PLACE",1,"DemandInstructions",2,2863.711,"Include",95
"DW2020_e1","DW2020_e1_2","POSITION",0,"DemandInstructions",2,2326.066,"Include",96
"DW2020_e1","DW2020_e1_2","CENT",1,"DemandInstructions",4,6957.649,"Include",97
"DW2020_e1","DW2020_e1_2","LAW",0,"DemandInstructions",1,3088.259,"Include",98
"DW2020_e1","DW2020_e1_2","PROCESS",1,"DemandInstructions",1,2709.054,"Include",99
"DW2020_e1","DW2020_e1_2","AVERAGE",0,"DemandInstructions",1,4363.13,"Include",100
"DW2020_e1","DW2020_e1_2","CHRISTIAN",1,"DemandInstructions",6,1399.237,"Include",101
"DW2020_e1","DW2020_e1_2","LETTER",0,"DemandInstructions",6,1019.807,"Include",102
"DW2020_e1","DW2020_e1_2","VALUES",1,"DemandInstructions",1,3120.619,"Include",103
"DW2020_e1","DW2020_e1_2","MARKET",0,"DemandInstructions",1,1267.959,"Include",104
"DW2020_e1","DW2020_e1_2","GIRLS",1,"DemandInstructions",2,2956.785,"Include",105
"DW2020_e1","DW2020_e1_2","SERVICE",1,"DemandInstructions",4,3544.443,"Include",106
"DW2020_e1","DW2020_e1_2","PLANT",0,"DemandInstructions",1,2244.032,"Include",107
"DW2020_e1","DW2020_e1_2","PRINCIPLE",0,"DemandInstructions",5,3702.463,"Include",108
"DW2020_e1","DW2020_e1_2","CHARACTER",1,"DemandInstructions",6,1281.848,"Include",109
"DW2020_e1","DW2020_e1_2","RIVER",0,"DemandInstructions",1,1273.633,"Include",110
"DW2020_e1","DW2020_e1_2","EIGHT",1,"DemandInstructions",6,4260.475,"Include",111
"DW2020_e1","DW2020_e1_2","WAR",1,"DemandInstructions",4,6252.773,"Include",112
"DW2020_e1","DW2020_e1_2","SOUND",1,"DemandInstructions",3,4525.402,"Include",113
"DW2020_e1","DW2020_e1_2","STAGE",1,"DemandInstructions",6,3912.175,"Include",114
"DW2020_e1","DW2020_e1_2","KNOWLEDGE",1,"DemandInstructions",6,1923.483,"Include",115
"DW2020_e1","DW2020_e1_2","PRICE",0,"DemandInstructions",2,2186.501,"Include",116
"DW2020_e1","DW2020_e1_2","THING",0,"DemandInstructions",1,1254.433,"Include",117
"DW2020_e1","DW2020_e1_2","MILLION",0,"DemandInstructions",1,1345.49,"Include",118
"DW2020_e1","DW2020_e1_2","TERMS",0,"DemandInstructions",1,1240.962,"Include",119
"DW2020_e1","DW2020_e1_2","BACK",0,"DemandInstructions",1,1235.24,"Include",120
"DW2020_e1","DW2020_e1_2","DIRECTION",0,"DemandInstructions",1,1246.338,"Include",121
"DW2020_e1","DW2020_e1_2","BOY",0,"DemandInstructions",1,2439.71,"Include",122
"DW2020_e1","DW2020_e1_2","PERSON",1,"DemandInstructions",6,2274.897,"Include",123
"DW2020_e1","DW2020_e1_2","COURSE",0,"DemandInstructions",2,2899.781,"Include",124
"DW2020_e1","DW2020_e1_2","CENTURY",0,"DemandInstructions",3,6130.804,"Include",125
"DW2020_e1","DW2020_e1_2","FRIENDS",0,"DemandInstructions",1,3100.771,"Include",126
"DW2020_e1","DW2020_e1_2","HALF",0,"DemandInstructions",1,1372.323,"Include",127
"DW2020_e1","DW2020_e1_2","THOUGHT",1,"DemandInstructions",1,1715.087,"Include",128
"DW2020_e1","DW2020_e1_2","SEASON",1,"DemandInstructions",4,4795.731,"Include",129
"DW2020_e1","DW2020_e1_2","INDUSTRY",1,"DemandInstructions",5,3621.5,"Include",130
"DW2020_e1","DW2020_e1_2","LINE",1,"DemandInstructions",1,1429.265,"Include",131
"DW2020_e1","DW2020_e1_2","FUNCTION",1,"DemandInstructions",2,2961.889,"Include",132
"DW2020_e1","DW2020_e1_2","RACE",1,"DemandInstructions",6,1662.355,"Include",133
"DW2020_e1","DW2020_e1_2","CENTER",0,"DemandInstructions",1,6856.743,"Include",134
"DW2020_e1","DW2020_e1_2","COMMUNITY",0,"DemandInstructions",1,1563.067,"Include",135
"DW2020_e1","DW2020_e1_2","FOUR",1,"DemandInstructions",1,1986.733,"Include",136
"DW2020_e1","DW2020_e1_2","FINE",0,"DemandInstructions",1,1942.231,"Include",137
"DW2020_e1","DW2020_e1_2","POWER",1,"DemandInstructions",6,1429.378,"Include",138
"DW2020_e1","DW2020_e1_2","TOP",0,"DemandInstructions",1,1321.41,"Include",139
"DW2020_e1","DW2020_e1_2","AIR",1,"DemandInstructions",4,5712.86,"Include",140
"DW2020_e1","DW2020_e1_2","DISTANCE",0,"DemandInstructions",1,3322.225,"Include",141
"DW2020_e1","DW2020_e1_2","MARCH",0,"DemandInstructions",1,1294.56,"Include",142
"DW2020_e1","DW2020_e1_2","MOTHER",1,"DemandInstructions",1,2681.45,"Include",143
