"exp","id","isold","condition1","condition2","rating","RT","excluding"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,1885,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",8,1100,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",8,841,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",3,1338,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,2855,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",8,769,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",8,699,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",4,2003,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",2,1328,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,1012,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",1,919,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",8,1158,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",1,1287,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",8,1435,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",8,657,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",8,614,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",2,1034,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",8,819,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",8,1049,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",4,1945,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",4,1215,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",8,1227,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",8,915,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",8,864,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",8,1976,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",8,937,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",8,892,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",8,980,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",1,1084,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",2,2044,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",4,1500,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",4,2300,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",8,673,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",8,1099,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",8,1299,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",5,4089,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",3,2597,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",8,1022,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",8,1354,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",8,772,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",6,1837,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",4,1646,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,3266,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",8,2042,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",2,1565,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",4,2184,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",7,3027,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",8,1050,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,2285,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",4,1754,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",8,1596,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",8,825,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",2,1749,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",8,792,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,2723,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,1681,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",8,980,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",2,2050,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",8,869,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",2,1381,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",8,2712,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",8,707,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",5,2542,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",2,1281,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",1,1430,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",8,1281,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",8,845,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",2,2050,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",8,1558,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",2,1264,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",8,1307,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",8,1192,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",2,1338,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",8,1392,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",3,1454,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,1585,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",1,1727,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",8,2081,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",4,1849,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",2,4052,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,1289,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",1,1615,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",7,2035,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",6,1122,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",7,3339,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",2,1797,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",8,957,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",8,841,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",7,2203,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",3,4706,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,1192,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",8,1230,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",6,957,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",3,2836,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",8,1254,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",7,1903,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",6,1068,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",7,2015,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",8,1107,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",3,1665,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",8,1115,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",7,983,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",5,2380,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",7,2981,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",8,1311,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",1,1361,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",2,2347,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",1,1797,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,1005,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",3,1081,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",7,1161,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",8,1257,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",8,1673,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",3,2139,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",4,1888,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",8,1342,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",8,1838,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,2262,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",3,1524,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",3,1632,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",8,1715,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",4,2164,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",8,1227,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,2908,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",4,1730,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,1305,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",6,2623,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,1934,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",1,1570,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",3,1423,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",8,1184,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,1593,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",7,1673,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,1754,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",8,1350,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",3,1376,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",7,1576,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",6,5186,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",1,1935,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",7,1223,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",5,3235,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",1,1626,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",6,2500,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",7,1008,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",7,5840,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,2936,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",2,1870,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",8,2208,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",2,3370,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",1,1058,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",7,1646,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,1346,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",2,823,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",4,2957,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",6,1226,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",8,1396,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",4,2126,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",3,1674,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",7,953,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",2,2312,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",8,1308,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",7,3430,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",7,2138,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",6,1953,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",2,1454,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",1,1265,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",1,2367,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",7,1927,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",6,1214,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",3,1381,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",7,1300,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,1346,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",7,1234,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",7,1334,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",1,1268,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",7,3012,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",7,1354,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",8,1746,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",6,1952,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",7,2297,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",1,1431,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",3,1058,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",2,1470,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",7,1742,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",7,1373,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",2,1412,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",3,1251,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",2,1446,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",2,1339,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,1335,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",8,1184,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",7,803,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",4,6029,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",4,1238,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",7,1365,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",4,1641,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",1,3566,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",3,2444,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",8,1046,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",8,802,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",8,1815,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",4,3619,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",2,3566,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",8,1046,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,1523,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",3,1335,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",8,1023,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",7,2249,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",1,1477,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",7,1693,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",3,1454,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",2,1816,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",4,4316,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",6,1457,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",7,2388,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",3,1690,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",2,1424,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",3,1127,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",3,1447,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",5,3296,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",2,1211,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",2,1062,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",7,1007,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",7,1338,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",8,1357,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",3,3612,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",4,1222,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",3,2832,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",7,4790,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",1,1230,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",5,4429,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",3,1269,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",8,2635,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",8,1099,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",2,2242,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",3,1057,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,1004,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",8,1026,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",7,1079,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",6,1481,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",2,1411,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",8,1153,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",7,1615,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",6,1861,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",1,1303,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",7,1250,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",1,7094,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,1969,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",7,1207,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",8,864,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",8,999,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",2,1677,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",1,1434,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",7,1549,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",4,1742,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",4,1111,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",7,1230,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",2,985,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",3,1412,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",2,1165,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",7,1396,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",5,2365,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",8,961,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",8,1026,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",2,3077,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",2,5151,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",8,1123,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",7,1452,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",6,860,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",2,1874,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",3,1731,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",8,911,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",3,4459,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",2,1435,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",2,1573,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",1,999,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",7,1230,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",7,1698,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",8,1214,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",8,938,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",1,1276,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",7,1119,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,2578,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",3,977,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,680,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",1,819,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",7,1122,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",2,872,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",3,2028,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",1,815,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",3,754,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,680,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",7,825,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,873,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",7,1153,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",2,1469,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",3,923,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",7,1342,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",3,1493,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",2,1192,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",8,992,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",4,1525,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",8,1257,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",5,2604,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",6,3843,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",8,3042,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,846,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",7,1745,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",3,1274,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",1,1353,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",3,2178,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",1,1030,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",7,2308,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",7,999,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",7,937,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",3,870,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",4,1411,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",2,1484,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,869,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",3,922,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",8,1046,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",7,1345,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",6,872,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",7,915,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",8,1027,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",3,1973,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",2,815,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",1,1138,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","HighF",3,870,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,923,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",3,1188,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",2,869,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",3,1381,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",8,938,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,1280,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",3,1047,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",3,2244,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",2,653,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",7,1068,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","LowF",2,819,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",3,946,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",1,923,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","LowF",3,1566,"Include"
"GKH1999_e1","GKH1999_e1_11",0,"New","LowF",2,654,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Short","HighF",7,938,"Include"
"GKH1999_e1","GKH1999_e1_11",1,"Long","HighF",6,1242,"Include"
